InvoiceID,InvoiceTypeCode,InvoiceIssueDateTime,InvoicePaymentDueDate,InvoiceLineSpec (Y/N),InvoiceSellerAssignedID,InvoiceBuyerPO,SellerSelect,SellerCompanyID,SellerCountry,SellerIBANID,SellerPaymentRef,SellerDeliveryInfo,SellerNotes,BuyerSelect,BuyerCompanyID,BuyerCountry,AmountTotal,AmountCurrency,AmountVAT,ConfirmedByBuyer,ConfirmedByBank,ConfirmedPaymentDate,CalcVATPeriod,CalcProductionInput
INV003134,380,2023-01-25 10:34:22,2023-02-24 10:34:22,N,Company_029,PO-CUST-03134,Y,29,France,DE8044271629,REF-03134,Main warehouse,,Y,,,48995.47,EUR,8165.91,Y,Y,2023-02-21 10:34:22,2023-Q1,1
INV003135,380,2023-06-20 08:18:57,2023-07-20 08:18:57,N,Company_048,PO-Company_032-03135,Y,48,Luxembourg,DE9216077448,REF-03135,Main warehouse,,Y,32,Luxembourg,6412.69,EUR,1068.78,Y,Y,2023-07-20 08:18:57,2023-Q2,2
INV003136,380,2021-12-19 02:15:12,2022-01-18 02:15:12,N,Company_028,PO-Company_011-03136,Y,28,France,DE7307749428,REF-03136,Main warehouse,,Y,11,Luxembourg,97876.73,EUR,16312.79,N,Y,2022-01-13 02:15:12,2021-Q4,2
INV003137,380,2024-08-05 17:59:47,2024-09-04 17:59:47,N,Company_005,PO-Company_004-03137,Y,5,Luxembourg,DE535128835,REF-03137,Main warehouse,,Y,4,Luxembourg,11662.94,EUR,1943.82,N,N,2024-09-02 17:59:47,2024-Q3,2
INV003138,380,2021-12-07 19:04:19,2022-01-06 19:04:19,N,Company_046,PO-Company_045-03138,Y,46,France,DE2242487046,REF-03138,Main warehouse,,Y,45,Luxembourg,22218.88,EUR,3703.15,N,N,2022-01-01 19:04:19,2021-Q4,3
INV003139,380,2020-06-17 15:31:13,2020-07-17 15:31:13,N,Company_034,PO-Company_017-03139,Y,34,France,DE1405735834,REF-03139,Main warehouse,,Y,17,Luxembourg,31053.01,EUR,5175.5,Y,N,2020-07-13 15:31:13,2020-Q2,1
INV003140,380,2025-03-31 06:41:03,2025-04-30 06:41:03,N,Company_031,PO-CUST-03140,Y,31,France,DE5305548931,REF-03140,Main warehouse,,Y,,,14704.67,EUR,2450.78,N,N,2025-04-30 06:41:03,2025-Q1,1
INV003141,380,2021-05-07 15:05:02,2021-06-06 15:05:02,N,Company_006,PO-Company_031-03141,Y,6,Luxembourg,DE770033806,REF-03141,Main warehouse,,Y,31,France,23264.22,EUR,3877.37,N,N,2021-06-06 15:05:02,2021-Q2,2
INV003142,380,2021-12-06 12:56:41,2022-01-05 12:56:41,N,Company_047,PO-Company_046-03142,Y,47,France,DE5797966847,REF-03142,Main warehouse,,Y,46,France,3975.92,EUR,662.65,Y,N,2022-01-04 12:56:41,2021-Q4,1
INV003143,380,2025-04-20 16:49:05,2025-05-20 16:49:05,N,Company_021,PO-Company_016-03143,Y,21,Luxembourg,DE4991788621,REF-03143,Main warehouse,,Y,16,Luxembourg,9014.26,EUR,1502.38,Y,N,2025-05-20 16:49:05,2025-Q2,3
INV003144,380,2022-06-18 12:04:35,2022-07-18 12:04:35,N,Company_020,PO-Company_027-03144,Y,20,Luxembourg,DE7782459320,REF-03144,Main warehouse,,Y,27,France,7643.75,EUR,1273.96,N,Y,2022-07-14 12:04:35,2022-Q2,2
INV003145,380,2024-12-15 19:13:26,2025-01-14 19:13:26,N,Company_048,PO-Company_032-03145,Y,48,France,DE4237117448,REF-03145,Main warehouse,,Y,32,France,2071.19,EUR,345.2,N,N,2025-01-10 19:13:26,2024-Q4,2
INV003146,380,2022-10-06 12:36:04,2022-11-05 12:36:04,N,Company_029,PO-CUST-03146,Y,29,Luxembourg,DE7932209629,REF-03146,Main warehouse,,Y,,,14136.55,EUR,2356.09,N,N,2022-11-03 12:36:04,2022-Q4,1
INV003147,380,2023-01-21 02:11:01,2023-02-20 02:11:01,N,Company_037,PO-Company_001-03147,Y,37,Luxembourg,DE3232011737,REF-03147,Main warehouse,,Y,1,Luxembourg,30839.58,EUR,5139.93,N,N,2023-02-16 02:11:01,2023-Q1,2
INV003148,380,2020-04-10 03:24:32,2020-05-10 03:24:32,N,Company_004,PO-Company_023-03148,Y,4,France,DE409933904,REF-03148,Main warehouse,,Y,23,France,63927.2,EUR,10654.53,Y,N,2020-05-08 03:24:32,2020-Q2,3
INV003149,380,2020-05-20 05:11:43,2020-06-19 05:11:43,N,Company_033,PO-Company_009-03149,Y,33,France,DE9959008933,REF-03149,Main warehouse,,Y,9,France,6763.44,EUR,1127.24,Y,N,2020-06-19 05:11:43,2020-Q2,2
INV003150,380,2021-03-21 21:46:08,2021-04-20 21:46:08,N,Company_050,PO-Company_011-03150,Y,50,France,DE2881072850,REF-03150,Main warehouse,,Y,11,France,7256.28,EUR,1209.38,Y,Y,2021-04-15 21:46:08,2021-Q1,2
INV003151,380,2021-05-31 02:45:34,2021-06-30 02:45:34,N,Company_015,PO-Company_031-03151,Y,15,Luxembourg,DE2541523415,REF-03151,Main warehouse,,Y,31,Luxembourg,1200.1,EUR,200.02,N,N,2021-06-29 02:45:34,2021-Q2,2
INV003152,380,2025-04-15 09:55:32,2025-05-15 09:55:32,N,Company_027,PO-CUST-03152,Y,27,Luxembourg,DE3211338227,REF-03152,Main warehouse,,Y,,,16459.3,EUR,2743.22,N,Y,2025-05-14 09:55:32,2025-Q2,2
INV003153,380,2025-04-22 13:04:02,2025-05-22 13:04:02,N,Company_048,PO-Company_032-03153,Y,48,France,DE2163015948,REF-03153,Main warehouse,,Y,32,France,12549.04,EUR,2091.51,Y,N,2025-05-21 13:04:02,2025-Q2,2
INV003154,380,2020-06-08 19:45:06,2020-07-08 19:45:06,N,Company_008,PO-Company_048-03154,Y,8,France,DE898656818,REF-03154,Main warehouse,,Y,48,France,3275.87,EUR,545.98,N,Y,2020-07-05 19:45:06,2020-Q2,2
INV003155,380,2021-01-28 16:59:14,2021-02-27 16:59:14,N,Company_021,PO-Company_016-03155,Y,21,Luxembourg,DE7990490421,REF-03155,Main warehouse,,Y,16,Luxembourg,1412.36,EUR,235.39,N,Y,2021-02-22 16:59:14,2021-Q1,3
INV003156,380,2023-01-17 22:24:27,2023-02-16 22:24:27,N,Company_039,PO-Company_037-03156,Y,39,France,DE4187297439,REF-03156,Main warehouse,,Y,37,Luxembourg,58482.61,EUR,9747.1,Y,N,2023-02-16 22:24:27,2023-Q1,2
INV003157,380,2020-11-28 17:36:03,2020-12-28 17:36:03,N,Company_046,PO-CUST-03157,Y,46,France,DE1223580346,REF-03157,Main warehouse,,Y,,,52854.72,EUR,8809.12,N,Y,2020-12-25 17:36:03,2020-Q4,3
INV003158,380,2023-01-12 18:15:24,2023-02-11 18:15:24,N,Company_014,PO-Company_023-03158,Y,14,Luxembourg,DE7276363214,REF-03158,Main warehouse,,Y,23,France,18740.87,EUR,3123.48,N,N,2023-02-11 18:15:24,2023-Q1,3
INV003159,380,2024-10-02 10:35:27,2024-11-01 10:35:27,N,Company_034,PO-Company_002-03159,Y,34,Luxembourg,DE8682910434,REF-03159,Main warehouse,,Y,2,Luxembourg,41037.02,EUR,6839.5,N,Y,2024-10-31 10:35:27,2024-Q4,1
INV003160,380,2023-11-12 11:37:23,2023-12-12 11:37:23,N,Company_016,PO-CUST-03160,Y,16,France,DE1215393416,REF-03160,Main warehouse,,Y,,,86951.4,EUR,14491.9,N,N,2023-12-08 11:37:23,2023-Q4,2
INV003161,380,2025-04-04 00:35:47,2025-05-04 00:35:47,N,Company_005,PO-Company_039-03161,Y,5,France,DE643333335,REF-03161,Main warehouse,,Y,39,Luxembourg,21440.32,EUR,3573.39,N,Y,2025-05-03 00:35:47,2025-Q2,2
INV003162,380,2025-01-25 01:38:27,2025-02-24 01:38:27,N,Company_037,PO-Company_025-03162,Y,37,Luxembourg,DE3945086837,REF-03162,Main warehouse,,Y,25,France,19500.44,EUR,3250.07,Y,Y,2025-02-24 01:38:27,2025-Q1,2
INV003163,380,2022-07-12 09:01:41,2022-08-11 09:01:41,N,Company_010,PO-CUST-03163,Y,10,Luxembourg,DE7334961710,REF-03163,Main warehouse,,Y,,,15256.44,EUR,2542.74,Y,N,2022-08-07 09:01:41,2022-Q3,1
INV003164,380,2020-10-22 23:22:13,2020-11-21 23:22:13,N,Company_010,PO-Company_006-03164,Y,10,France,DE5900567610,REF-03164,Main warehouse,,Y,6,France,6597.1,EUR,1099.52,N,Y,2020-11-18 23:22:13,2020-Q4,1
INV003165,380,2020-09-22 11:59:31,2020-10-22 11:59:31,N,Company_017,PO-Company_020-03165,Y,17,France,DE6029328717,REF-03165,Main warehouse,,Y,20,France,54904.38,EUR,9150.73,N,N,2020-10-20 11:59:31,2020-Q3,2
INV003166,380,2020-08-17 11:38:44,2020-09-16 11:38:44,N,Company_047,PO-Company_046-03166,Y,47,Luxembourg,DE6335078547,REF-03166,Main warehouse,,Y,46,Luxembourg,6285.67,EUR,1047.61,Y,N,2020-09-15 11:38:44,2020-Q3,1
INV003167,380,2022-09-20 09:07:01,2022-10-20 09:07:01,N,Company_023,PO-Company_024-03167,Y,23,Luxembourg,DE8389384023,REF-03167,Main warehouse,,Y,24,Luxembourg,26251.15,EUR,4375.19,Y,N,2022-10-19 09:07:01,2022-Q3,3
INV003168,380,2022-07-14 12:19:27,2022-08-13 12:19:27,N,Company_015,PO-Company_031-03168,Y,15,Luxembourg,DE8798068415,REF-03168,Main warehouse,,Y,31,Luxembourg,16219.14,EUR,2703.19,N,Y,2022-08-08 12:19:27,2022-Q3,2
INV003169,380,2020-06-22 03:30:04,2020-07-22 03:30:04,N,Company_044,PO-Company_004-03169,Y,44,Luxembourg,DE2177980644,REF-03169,Main warehouse,,Y,4,Luxembourg,19551.08,EUR,3258.51,N,N,2020-07-21 03:30:04,2020-Q2,3
INV003170,380,2021-09-25 19:24:21,2021-10-25 19:24:21,N,Company_016,PO-CUST-03170,Y,16,France,DE3684355216,REF-03170,Main warehouse,,Y,,,37967.62,EUR,6327.94,Y,Y,2021-10-20 19:24:21,2021-Q3,2
INV003171,380,2023-06-05 09:34:06,2023-07-05 09:34:06,N,Company_038,PO-Company_031-03171,Y,38,Luxembourg,DE2795193838,REF-03171,Main warehouse,,Y,31,France,51523.92,EUR,8587.32,Y,N,2023-07-03 09:34:06,2023-Q2,1
INV003172,380,2023-06-02 04:19:05,2023-07-02 04:19:05,N,Company_013,PO-Company_033-03172,Y,13,Luxembourg,DE1690781013,REF-03172,Main warehouse,,Y,33,Luxembourg,34993.21,EUR,5832.2,N,Y,2023-07-01 04:19:05,2023-Q2,1
INV003173,380,2022-04-01 03:58:34,2022-05-01 03:58:34,N,Company_041,PO-Company_009-03173,Y,41,France,DE3785857941,REF-03173,Main warehouse,,Y,9,Luxembourg,963.32,EUR,160.55,Y,Y,2022-04-30 03:58:34,2022-Q2,3
INV003174,380,2021-10-10 23:04:59,2021-11-09 23:04:59,N,Company_004,PO-CUST-03174,Y,4,Luxembourg,DE560594204,REF-03174,Main warehouse,,Y,,,44929.22,EUR,7488.2,Y,Y,2021-11-09 23:04:59,2021-Q4,3
INV003175,380,2023-05-08 22:57:55,2023-06-07 22:57:55,N,Company_037,PO-Company_006-03175,Y,37,France,DE5015294737,REF-03175,Main warehouse,,Y,6,France,552.22,EUR,92.04,N,Y,2023-06-03 22:57:55,2023-Q2,2
INV003176,380,2020-06-10 06:16:36,2020-07-10 06:16:36,N,Company_024,PO-Company_031-03176,Y,24,France,DE5587024124,REF-03176,Main warehouse,,Y,31,France,22397.68,EUR,3732.95,Y,N,2020-07-05 06:16:36,2020-Q2,2
INV003177,380,2022-01-12 10:19:26,2022-02-11 10:19:26,N,Company_040,PO-Company_024-03177,Y,40,France,DE1848531840,REF-03177,Main warehouse,,Y,24,Luxembourg,13268.29,EUR,2211.38,Y,N,2022-02-10 10:19:26,2022-Q1,3
INV003178,380,2023-08-14 20:43:40,2023-09-13 20:43:40,N,Company_018,PO-Company_037-03178,Y,18,France,DE7099038318,REF-03178,Main warehouse,,Y,37,Luxembourg,38490.12,EUR,6415.02,Y,N,2023-09-10 20:43:40,2023-Q3,1
INV003179,380,2020-08-01 19:21:52,2020-08-31 19:21:52,N,Company_047,PO-CUST-03179,Y,47,Luxembourg,DE9545703447,REF-03179,Main warehouse,,Y,,,9963.4,EUR,1660.57,Y,N,2020-08-27 19:21:52,2020-Q3,1
INV003180,380,2025-04-04 19:12:21,2025-05-04 19:12:21,N,Company_017,PO-Company_037-03180,Y,17,Luxembourg,DE4641674517,REF-03180,Main warehouse,,Y,37,France,18776.36,EUR,3129.39,N,N,2025-05-03 19:12:21,2025-Q2,2
INV003181,380,2022-12-12 02:49:40,2023-01-11 02:49:40,N,Company_006,PO-Company_031-03181,Y,6,Luxembourg,DE926565176,REF-03181,Main warehouse,,Y,31,France,14791.19,EUR,2465.2,Y,N,2023-01-11 02:49:40,2022-Q4,2
INV003182,380,2023-11-16 17:10:06,2023-12-16 17:10:06,N,Company_048,PO-Company_016-03182,Y,48,Luxembourg,DE6586673748,REF-03182,Main warehouse,,Y,16,France,40613.76,EUR,6768.96,Y,N,2023-12-14 17:10:06,2023-Q4,2
INV003183,380,2024-06-22 01:17:10,2024-07-22 01:17:10,N,Company_036,PO-Company_008-03183,Y,36,Luxembourg,DE8562272536,REF-03183,Main warehouse,,Y,8,France,61308.25,EUR,10218.04,N,Y,2024-07-17 01:17:10,2024-Q2,3
INV003184,380,2021-07-24 16:34:05,2021-08-23 16:34:05,N,Company_008,PO-CUST-03184,Y,8,Luxembourg,DE934655408,REF-03184,Main warehouse,,Y,,,84476.95,EUR,14079.49,Y,N,2021-08-23 16:34:05,2021-Q3,2
INV003185,380,2023-01-24 23:18:32,2023-02-23 23:18:32,N,Company_003,PO-Company_026-03185,Y,3,Luxembourg,DE556275673,REF-03185,Main warehouse,,Y,26,France,6880.04,EUR,1146.67,N,N,2023-02-19 23:18:32,2023-Q1,3
INV003186,380,2023-09-11 07:33:32,2023-10-11 07:33:32,N,Company_023,PO-CUST-03186,Y,23,France,DE7754714323,REF-03186,Main warehouse,,Y,,,46885.32,EUR,7814.22,Y,N,2023-10-06 07:33:32,2023-Q3,3
INV003187,380,2023-10-06 04:54:51,2023-11-05 04:54:51,N,Company_031,PO-Company_036-03187,Y,31,France,DE8551133631,REF-03187,Main warehouse,,Y,36,France,7659.26,EUR,1276.54,Y,Y,2023-11-03 04:54:51,2023-Q4,1
INV003188,380,2024-09-30 12:20:38,2024-10-30 12:20:38,N,Company_014,PO-Company_001-03188,Y,14,France,DE2680143414,REF-03188,Main warehouse,,Y,1,Luxembourg,45238.08,EUR,7539.68,N,Y,2024-10-27 12:20:38,2024-Q3,3
INV003189,380,2022-03-20 10:39:00,2022-04-19 10:39:00,N,Company_005,PO-Company_004-03189,Y,5,Luxembourg,DE919061265,REF-03189,Main warehouse,,Y,4,Luxembourg,1759.76,EUR,293.29,Y,N,2022-04-16 10:39:00,2022-Q1,2
INV003190,380,2022-03-17 07:30:26,2022-04-16 07:30:26,N,Company_036,PO-CUST-03190,Y,36,Luxembourg,DE4320385036,REF-03190,Main warehouse,,Y,,,1390.79,EUR,231.8,Y,N,2022-04-13 07:30:26,2022-Q1,3
INV003191,380,2023-10-07 14:23:39,2023-11-06 14:23:39,N,Company_034,PO-CUST-03191,Y,34,Luxembourg,DE9000840034,REF-03191,Main warehouse,,Y,,,22822.43,EUR,3803.74,N,N,2023-11-01 14:23:39,2023-Q4,1
INV003192,380,2021-02-11 11:11:32,2021-03-13 11:11:32,N,Company_001,PO-Company_022-03192,Y,1,France,DE250972251,REF-03192,Main warehouse,,Y,22,France,13209.84,EUR,2201.64,N,N,2021-03-09 11:11:32,2021-Q1,3
INV003193,380,2021-11-02 00:56:52,2021-12-02 00:56:52,N,Company_025,PO-Company_032-03193,Y,25,France,DE5764747725,REF-03193,Main warehouse,,Y,32,Luxembourg,59008.12,EUR,9834.69,N,N,2021-12-01 00:56:52,2021-Q4,3
INV003194,380,2020-02-24 18:11:41,2020-03-25 18:11:41,N,Company_028,PO-Company_011-03194,Y,28,France,DE8594828228,REF-03194,Main warehouse,,Y,11,France,9902.65,EUR,1650.44,N,N,2020-03-24 18:11:41,2020-Q1,2
INV003195,380,2021-08-24 18:54:50,2021-09-23 18:54:50,N,Company_041,PO-Company_009-03195,Y,41,Luxembourg,DE8572603341,REF-03195,Main warehouse,,Y,9,Luxembourg,3539.87,EUR,589.98,Y,Y,2021-09-22 18:54:50,2021-Q3,3
INV003196,380,2023-10-28 22:53:15,2023-11-27 22:53:15,N,Company_037,PO-Company_021-03196,Y,37,France,DE7762349837,REF-03196,Main warehouse,,Y,21,Luxembourg,3135.73,EUR,522.62,Y,Y,2023-11-24 22:53:15,2023-Q4,2
INV003197,380,2023-03-11 10:29:19,2023-04-10 10:29:19,N,Company_039,PO-Company_037-03197,Y,39,France,DE5389447939,REF-03197,Main warehouse,,Y,37,Luxembourg,10861.37,EUR,1810.23,N,Y,2023-04-06 10:29:19,2023-Q1,2
INV003198,380,2023-12-08 22:07:42,2024-01-07 22:07:42,N,Company_040,PO-Company_035-03198,Y,40,France,DE8531560740,REF-03198,Main warehouse,,Y,35,Luxembourg,70682.63,EUR,11780.44,Y,N,2024-01-06 22:07:42,2023-Q4,3
INV003199,380,2020-06-08 22:59:18,2020-07-08 22:59:18,N,Company_030,PO-Company_019-03199,Y,30,Luxembourg,DE1862316130,REF-03199,Main warehouse,,Y,19,Luxembourg,70174.18,EUR,11695.7,Y,N,2020-07-07 22:59:18,2020-Q2,1
INV003200,380,2022-01-16 08:02:19,2022-02-15 08:02:19,N,Company_022,PO-CUST-03200,Y,22,France,DE8119153722,REF-03200,Main warehouse,,Y,,,20532.59,EUR,3422.1,Y,N,2022-02-15 08:02:19,2022-Q1,1
INV003201,380,2025-04-06 04:53:02,2025-05-06 04:53:02,N,Company_041,PO-Company_004-03201,Y,41,France,DE1902909041,REF-03201,Main warehouse,,Y,4,Luxembourg,29074.33,EUR,4845.72,Y,Y,2025-05-05 04:53:02,2025-Q2,3
INV003202,380,2020-10-12 11:04:38,2020-11-11 11:04:38,N,Company_041,PO-Company_009-03202,Y,41,Luxembourg,DE8385258741,REF-03202,Main warehouse,,Y,9,Luxembourg,7799.88,EUR,1299.98,N,N,2020-11-08 11:04:38,2020-Q4,3
INV003203,380,2022-05-10 14:52:38,2022-06-09 14:52:38,N,Company_040,PO-Company_035-03203,Y,40,Luxembourg,DE8394204440,REF-03203,Main warehouse,,Y,35,France,58486.36,EUR,9747.73,Y,N,2022-06-09 14:52:38,2022-Q2,3
INV003204,380,2023-01-22 00:29:39,2023-02-21 00:29:39,N,Company_020,PO-Company_025-03204,Y,20,Luxembourg,DE3822033520,REF-03204,Main warehouse,,Y,25,France,5497.85,EUR,916.31,N,N,2023-02-16 00:29:39,2023-Q1,2
INV003205,380,2022-01-21 11:17:26,2022-02-20 11:17:26,N,Company_007,PO-CUST-03205,Y,7,France,DE557882977,REF-03205,Main warehouse,,Y,,,27127.14,EUR,4521.19,Y,N,2022-02-16 11:17:26,2022-Q1,2
INV003206,380,2023-02-23 11:08:23,2023-03-25 11:08:23,N,Company_012,PO-Company_033-03206,Y,12,France,DE3452936912,REF-03206,Main warehouse,,Y,33,France,11684.05,EUR,1947.34,N,N,2023-03-22 11:08:23,2023-Q1,1
INV003207,380,2024-05-26 08:23:08,2024-06-25 08:23:08,N,Company_015,PO-CUST-03207,Y,15,Luxembourg,DE2442975015,REF-03207,Main warehouse,,Y,,,66413.58,EUR,11068.93,Y,N,2024-06-22 08:23:08,2024-Q2,2
INV003208,380,2024-02-11 08:47:43,2024-03-12 08:47:43,N,Company_016,PO-Company_025-03208,Y,16,Luxembourg,DE4203282116,REF-03208,Main warehouse,,Y,25,Luxembourg,22960.31,EUR,3826.72,Y,N,2024-03-07 08:47:43,2024-Q1,2
INV003209,380,2024-05-17 13:54:39,2024-06-16 13:54:39,N,Company_040,PO-Company_024-03209,Y,40,France,DE9353163940,REF-03209,Main warehouse,,Y,24,Luxembourg,6458.7,EUR,1076.45,Y,N,2024-06-11 13:54:39,2024-Q2,3
INV003210,380,2022-11-02 07:13:20,2022-12-02 07:13:20,N,Company_011,PO-Company_019-03210,Y,11,Luxembourg,DE6977251711,REF-03210,Main warehouse,,Y,19,France,14076.34,EUR,2346.06,Y,Y,2022-11-29 07:13:20,2022-Q4,1
INV003211,380,2024-10-06 15:14:48,2024-11-05 15:14:48,N,Company_042,PO-Company_036-03211,Y,42,Luxembourg,DE9355680442,REF-03211,Main warehouse,,Y,36,France,6296.81,EUR,1049.47,N,Y,2024-11-04 15:14:48,2024-Q4,1
INV003212,380,2023-02-25 07:50:49,2023-03-27 07:50:49,N,Company_003,PO-Company_028-03212,Y,3,Luxembourg,DE997324713,REF-03212,Main warehouse,,Y,28,France,40268.21,EUR,6711.37,N,N,2023-03-22 07:50:49,2023-Q1,3
INV003213,380,2020-07-30 23:15:33,2020-08-29 23:15:33,N,Company_023,PO-Company_024-03213,Y,23,France,DE5843326823,REF-03213,Main warehouse,,Y,24,France,13821.29,EUR,2303.55,N,N,2020-08-25 23:15:33,2020-Q3,3
INV003214,380,2024-12-25 14:35:34,2025-01-24 14:35:34,N,Company_048,PO-Company_032-03214,Y,48,France,DE7309861048,REF-03214,Main warehouse,,Y,32,France,48460.9,EUR,8076.82,N,Y,2025-01-19 14:35:34,2024-Q4,2
INV003215,380,2024-03-26 19:54:49,2024-04-25 19:54:49,N,Company_005,PO-Company_039-03215,Y,5,Luxembourg,DE741217645,REF-03215,Main warehouse,,Y,39,Luxembourg,71824.66,EUR,11970.78,N,N,2024-04-21 19:54:49,2024-Q1,2
INV003216,380,2024-07-28 00:10:14,2024-08-27 00:10:14,N,Company_014,PO-CUST-03216,Y,14,Luxembourg,DE5104908814,REF-03216,Main warehouse,,Y,,,26346.61,EUR,4391.1,N,N,2024-08-26 00:10:14,2024-Q3,3
INV003217,380,2023-10-05 10:55:52,2023-11-04 10:55:52,N,Company_043,PO-CUST-03217,Y,43,Luxembourg,DE3658766743,REF-03217,Main warehouse,,Y,,,70189.58,EUR,11698.26,N,N,2023-11-01 10:55:52,2023-Q4,1
INV003218,380,2024-09-06 08:57:22,2024-10-06 08:57:22,N,Company_037,PO-Company_021-03218,Y,37,Luxembourg,DE8821645937,REF-03218,Main warehouse,,Y,21,France,34819.36,EUR,5803.23,Y,N,2024-10-01 08:57:22,2024-Q3,2
INV003219,380,2022-05-10 19:14:35,2022-06-09 19:14:35,N,Company_002,PO-CUST-03219,Y,2,France,DE105957612,REF-03219,Main warehouse,,Y,,,36597.89,EUR,6099.65,N,N,2022-06-04 19:14:35,2022-Q2,3
INV003220,380,2020-01-18 12:51:46,2020-02-17 12:51:46,N,Company_004,PO-Company_040-03220,Y,4,France,DE351640084,REF-03220,Main warehouse,,Y,40,Luxembourg,48502.07,EUR,8083.68,N,Y,2020-02-15 12:51:46,2020-Q1,3
INV003221,380,2022-06-14 16:02:06,2022-07-14 16:02:06,N,Company_028,PO-Company_024-03221,Y,28,France,DE4692705728,REF-03221,Main warehouse,,Y,24,Luxembourg,14922.19,EUR,2487.03,Y,Y,2022-07-10 16:02:06,2022-Q2,2
INV003222,380,2022-11-30 22:07:29,2022-12-30 22:07:29,N,Company_033,PO-Company_021-03222,Y,33,Luxembourg,DE7396594433,REF-03222,Main warehouse,,Y,21,Luxembourg,3449.72,EUR,574.95,N,Y,2022-12-30 22:07:29,2022-Q4,2
INV003223,380,2024-02-18 02:20:35,2024-03-19 02:20:35,N,Company_044,PO-Company_032-03223,Y,44,Luxembourg,DE9401208544,REF-03223,Main warehouse,,Y,32,France,22176.91,EUR,3696.15,N,Y,2024-03-15 02:20:35,2024-Q1,3
INV003224,380,2024-12-18 02:29:20,2025-01-17 02:29:20,N,Company_021,PO-Company_016-03224,Y,21,France,DE8909304521,REF-03224,Main warehouse,,Y,16,Luxembourg,16520.2,EUR,2753.37,N,N,2025-01-17 02:29:20,2024-Q4,3
INV003225,380,2020-06-15 12:37:14,2020-07-15 12:37:14,N,Company_028,PO-Company_024-03225,Y,28,Luxembourg,DE7734265528,REF-03225,Main warehouse,,Y,24,France,8672.11,EUR,1445.35,N,Y,2020-07-14 12:37:14,2020-Q2,2
INV003226,380,2025-03-22 00:41:06,2025-04-21 00:41:06,N,Company_030,PO-Company_001-03226,Y,30,Luxembourg,DE5068089330,REF-03226,Main warehouse,,Y,1,France,90406.96,EUR,15067.83,Y,N,2025-04-21 00:41:06,2025-Q1,1
INV003227,380,2024-08-10 07:57:18,2024-09-09 07:57:18,N,Company_025,PO-CUST-03227,Y,25,Luxembourg,DE8576719725,REF-03227,Main warehouse,,Y,,,30556.74,EUR,5092.79,Y,Y,2024-09-06 07:57:18,2024-Q3,3
INV003228,380,2020-06-24 21:59:35,2020-07-24 21:59:35,N,Company_045,PO-Company_001-03228,Y,45,France,DE4561724845,REF-03228,Main warehouse,,Y,1,France,73424.04,EUR,12237.34,N,N,2020-07-21 21:59:35,2020-Q2,1
INV003229,380,2022-08-08 08:10:07,2022-09-07 08:10:07,N,Company_024,PO-Company_031-03229,Y,24,France,DE8316938724,REF-03229,Main warehouse,,Y,31,France,22197.37,EUR,3699.56,N,Y,2022-09-03 08:10:07,2022-Q3,2
INV003230,380,2023-01-10 20:53:18,2023-02-09 20:53:18,N,Company_002,PO-Company_024-03230,Y,2,France,DE930124532,REF-03230,Main warehouse,,Y,24,Luxembourg,19974.55,EUR,3329.09,N,N,2023-02-05 20:53:18,2023-Q1,3
INV003231,380,2022-06-08 23:48:10,2022-07-08 23:48:10,N,Company_031,PO-CUST-03231,Y,31,France,DE2810587331,REF-03231,Main warehouse,,Y,,,29177.62,EUR,4862.94,Y,Y,2022-07-08 23:48:10,2022-Q2,1
INV003232,380,2020-04-05 07:30:32,2020-05-05 07:30:32,N,Company_035,PO-CUST-03232,Y,35,France,DE2392609335,REF-03232,Main warehouse,,Y,,,22206.5,EUR,3701.08,N,Y,2020-05-02 07:30:32,2020-Q2,3
INV003233,380,2022-06-02 16:36:32,2022-07-02 16:36:32,N,Company_017,PO-Company_037-03233,Y,17,France,DE2209461517,REF-03233,Main warehouse,,Y,37,France,14770.85,EUR,2461.81,N,N,2022-06-28 16:36:32,2022-Q2,2
INV003234,380,2020-02-21 22:54:32,2020-03-22 22:54:32,N,Company_029,PO-Company_046-03234,Y,29,Luxembourg,DE1174230229,REF-03234,Main warehouse,,Y,46,Luxembourg,21214.3,EUR,3535.72,Y,N,2020-03-17 22:54:32,2020-Q1,1
INV003235,380,2020-04-21 23:31:27,2020-05-21 23:31:27,N,Company_027,PO-Company_001-03235,Y,27,France,DE4347020627,REF-03235,Main warehouse,,Y,1,France,31082.44,EUR,5180.41,Y,Y,2020-05-19 23:31:27,2020-Q2,2
INV003236,380,2021-04-14 13:08:07,2021-05-14 13:08:07,N,Company_041,PO-Company_009-03236,Y,41,France,DE6902812341,REF-03236,Main warehouse,,Y,9,France,56093.51,EUR,9348.92,Y,N,2021-05-10 13:08:07,2021-Q2,3
INV003237,380,2024-06-01 01:28:25,2024-07-01 01:28:25,N,Company_048,PO-CUST-03237,Y,48,Luxembourg,DE6760081748,REF-03237,Main warehouse,,Y,,,43811.56,EUR,7301.93,N,Y,2024-06-30 01:28:25,2024-Q2,2
INV003238,380,2020-08-22 20:52:11,2020-09-21 20:52:11,N,Company_009,PO-Company_023-03238,Y,9,Luxembourg,DE404445359,REF-03238,Main warehouse,,Y,23,France,15696.53,EUR,2616.09,N,Y,2020-09-20 20:52:11,2020-Q3,3
